id,subj,code,name,desc,credits,CURover,CURdiff,CURwork
3655,SHUM,6664,Death in the City: Funerary Architecture in Muslim South Asia,"This seminar examines the development and transformation of Muslim funerary landscapes in the Indian subcontinent from the twelfth to the nineteenth centuries. It explores the relationship between sepulchral spaces and the urban environments with which they are connected, highlighting their role as spaces of sociability as well as piety. We will study the long history of funerary architecture through a series of case studies. This examination will involve architectural analysis of sites such as the shrine of Nizam al-Din Awliya in Delhi, close readings of poetic compositions, for example, the Maklinamah of Mir Sher 'Ali Qani, and travelogues like the Rihla of Ibn Battuta, to unravel the processes by which sites are re-imagined and re-made over time. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3656,SHUM,6665,Female Complaints: Gender in Early Modern Lyric & Modern Theory,"This course asks how Renaissance lyric poetry (including Petrarch, Labé, Ronsard, Shakespeare, Wroth) negotiates questions of gender through poetic innovation and, just as often, through the use of poetic commonplaces. We will read this poetry in conversation with modern and contemporary theory (including Cixous, Sedgwick, Ngai, Berlant) to help us understand Renaissance lyric's particular fascination with women's bodies. We will ask how male poets' cliché-ridden poems about women offer us ways to think about the persistence and flexibility of misogynist tropes. We will also ask how feminist and queer theory—as well as female poets' responses to their male predecessors and contemporaries—variously diagnose, subvert, and internalize those tropes. For longer description and instructor bio, please visit the Society for the Humanities website.",4,-1,-1,-1
3657,SHUM,6803,What Is Classics? Towards a Critical Disciplinary History,"Within the long roiling and much-heralded 'crises of the humanities', Classics is experiencing a contemporary crisis of its own. These queries are not least shaped around the disciplines continuing cultural relevance and uneven enrollments, but also in its relationships with white supremacy—relationships of complicity as much as co-option. That Classics is in crisis, however, is not a new phenomenon. In this course, we trace queries and fractures of the disciplinary method, scope, objects, and epistemologies through the history of this thing we have come to know as ""Classics"".",4,-1,-1,-1
3658,SINHA,1100,Elements of Sinhala Language and Culture,"This course will introduce the basic Sinhala language elements and elements of Sri Lankan culture for those who are interested in the field of language and culture. Also for those planning to travel to Sri Lanka, heritage students, etc.",1,-1,-1,-1
3659,SINHA,1121,Elementary Sinhala I,"Semi-intensive introduction to colloquial Sinhala, intended for beginners. A thorough grounding is given in all the language skills; listening, speaking, reading, and writing.",4,-1,-1,-1
3660,SINHA,2201,Intermediate Sinhala I,"This course further develops student competence in colloquial Sinhala, attending to all the language skills: listening, speaking, reading and writing. In addition, this course prepares students for the transition to literary Sinhala.",3,-1,-1,-1
3661,SINHA,3301,Literary Sinhala I,"This one-semester course provides an introduction to the distinctive grammatical forms and vocabulary used in Literary Sinhala. While focused particularly on the development of reading skills, the course also introduces students to Literary Sinhala composition, and builds students' listening comprehension of semi-literary Sinhala forms (such as those used in radio and TV news).",3,-1,-1,-1
3662,SINHA,4400,Literary Sinhala II,"This one-semester course further develops students' comprehension of written Literary Sinhala, using sample materials from a variety of genres prepared by the instructor, as well as excerpts from texts relevant to graduate student research (when appropriate).",2,-1,-1,-1
3663,SNLIT,6601,Topics in Sanskrit Literature I,"Advanced readings in Sanskrit poetic, philosophical, and grammatical literature. ",4,-1,-1,-1
3664,SOC,1101,Introduction to Sociology,"This course is a broad introduction to the field of sociology.  Course materials are designed to illustrate the distinctive features of the sociological perspective and to start you thinking sociologically about yourself and the broader social world.  To think sociologically is to recognize that being embedded in the world constrains behavior, and that individuals are both social actors and social products.  To think sociologically is also to recognize that our contemporary world, with its enduring cultural, political, and economic institutions, is as much a social product as we are.  We will begin by covering theoretical and methodological foundations of the sociological perspective.  We will go on to explore the concept of social stratification and will survey primary axes of social difference.  In the second half of the course we will look more closely at how individuals relate to each other, how social inequality is enacted and reinforced in everyday life, and at the way in which the organization of social life shapes individuals and groups, such as through social networks, residential neighborhoods, schooling, families, and on-line communication.",3,3.6,1.9,2.4
